stage_id,candidate_id,req_id,stage_name,stage_sequence,stage_date,outcome,interviewer_id,feedback_score
STG001756,CAN00593,REQ1003,HR Intro Round,2,2024-08-09,Cleared,REC011,5
STG001757,CAN00593,REQ1003,Technical Round 1,3,2024-08-12,Cleared,REC007,3
STG001758,CAN00593,REQ1003,Hiring Manager Round,4,2024-08-13,Cleared,REC012,3
STG001759,CAN00593,REQ1003,Offer Stage,5,2024-08-14,Cleared,REC001,3
STG001760,CAN00594,REQ1008,Recruiter Screening,1,2024-08-16,Cleared,\N,5
STG001761,CAN00594,REQ1008,HR Intro Round,2,2024-08-23,Cleared,REC015,4
STG001762,CAN00594,REQ1008,Technical Round 1,3,2024-08-27,Cleared,REC002,\N
STG001763,CAN00594,REQ1008,Hiring Manager Round,4,2024-09-02,Cleared,REC008,5
STG001764,CAN00594,REQ1008,Offer Stage,5,2024-09-06,Rejected – Compensation Mismatch,REC005,1
STG001765,CAN00595,REQ1011,Recruiter Screening,1,2024-03-11,Cleared,\N,5
STG001766,CAN00596,REQ1046,Recruiter Screening,1,2025-01-02,Cleared,\N,4
STG001767,CAN00596,REQ1046,Profile Submission,2,2025-01-09,Cleared,REC012,3
STG001768,CAN00596,REQ1046,Technical Round 1,3,2025-01-17,Cleared,REC011,4
STG001769,CAN00596,REQ1046,Technical Round 2,4,2025-01-24,Cleared,REC013,4
STG001770,CAN00596,REQ1046,System Design Round,5,2025-01-28,Cleared,REC010,3
STG001771,CAN00596,REQ1046,Panel Round,6,2025-02-05,Candidate Withdrew,REC001,\N
STG001772,CAN00597,REQ1015,Recruiter Screening,1,2025-06-20,Cleared,\N,3
STG001773,CAN00597,REQ1015,Profile Submission,2,2025-06-26,Cleared,REC014,4
STG001774,CAN00597,REQ1015,Technical Round 1,3,2025-06-27,Cleared,REC007,5
STG001775,CAN00597,REQ1015,Technical Round 2,4,2025-06-30,On Hold – Panel Unavailable,REC008,\N
STG001776,CAN00598,REQ1017,Recruiter Screening,1,2024-11-15,Cleared,\N,4
STG001777,CAN00598,REQ1017,Profile Submission,2,2024-11-22,Cleared,REC013,4
STG001778,CAN00598,REQ1017,Technical Round 1,3,2024-11-25,Cleared,REC011,4
STG001779,CAN00599,REQ1027,Recruiter Screening,1,2025-03-04,Cleared,\N,4
STG001780,CAN00599,REQ1027,Profile Submission,2,2025-03-10,Cleared,REC002,\N
STG001781,CAN00599,REQ1027,Technical Round 1,3,2025-03-17,Cleared,REC004,5
STG001782,CAN00599,REQ1027,Technical Round 2,4,2025-03-21,Rejected – Culture Fit,REC004,1
STG001783,CAN00600,REQ1018,Recruiter Screening,1,2024-05-14,Cleared,\N,5
STG001784,CAN00600,REQ1018,Profile Submission,2,2024-05-20,Cleared,REC011,3
STG001785,CAN00600,REQ1018,Technical Round 1,3,2024-05-21,Rejected – Compensation Mismatch,REC003,3
STG001786,CAN00601,REQ1022,Recruiter Screening,1,2024-07-22,Rejected – Skills,\N,2
STG001787,CAN00602,REQ1038,Recruiter Screening,1,2024-11-21,Cleared,\N,5
STG001788,CAN00602,REQ1038,Profile Submission,2,2024-11-28,Cleared,REC003,4
STG001789,CAN00602,REQ1038,Technical Round 1,3,2024-12-02,Cleared,REC007,3
STG001790,CAN00602,REQ1038,Technical Round 2,4,2024-12-06,Rejected – Skills,REC004,1
STG001791,CAN00603,REQ1004,Recruiter Screening,1,2024-11-26,Cleared,\N,4
STG001792,CAN00603,REQ1004,Profile Submission,2,2024-12-11,Cleared,REC009,4
STG001793,CAN00603,REQ1004,Technical Round 1,3,2024-12-23,Rejected – Culture Fit,REC011,1
STG001794,CAN00604,REQ1048,Recruiter Screening,1,2024-05-16,Cleared,\N,3
STG001795,CAN00604,REQ1048,HR Intro Round,2,2024-05-22,Rejected – Skills,REC008,3
STG001796,CAN00605,REQ1001,Recruiter Screening,1,2025-06-23,Cleared,\N,\N
STG001797,CAN00605,REQ1001,Profile Submission,2,2025-06-24,Cleared,REC014,4
STG001798,CAN00605,REQ1001,Technical Round 1,3,2025-06-25,Cleared,REC014,4
STG001799,CAN00605,REQ1001,Technical Round 2,4,2025-06-26,Rejected – Compensation Mismatch,REC007,2
STG001800,CAN00606,REQ1021,Recruiter Screening,1,2025-02-03,Cleared,\N,4
STG001801,CAN00606,REQ1021,Profile Submission,2,2025-02-06,On Hold – Panel Unavailable,REC014,\N
STG001802,CAN00607,REQ1030,Recruiter Screening,1,2025-03-24,Cleared,\N,5
STG001803,CAN00607,REQ1030,Profile Submission,2,2025-03-25,Cleared,REC006,3
STG001804,CAN00608,REQ1002,Recruiter Screening,1,2024-12-13,Cleared,\N,5
STG001805,CAN00608,REQ1002,Profile Submission,2,2024-12-30,Rejected – Skills,REC003,3
STG001806,CAN00609,REQ1045,Recruiter Screening,1,2024-12-24,Cleared,\N,3
STG001807,CAN00609,REQ1045,Profile Submission,2,2025-01-07,Cleared,REC012,4
STG001808,CAN00609,REQ1045,Technical Round 1,3,2025-01-21,Rejected – Skills,REC013,3
STG001809,CAN00610,REQ1023,Recruiter Screening,1,2025-02-25,Cleared,\N,3
STG001810,CAN00610,REQ1023,HR Intro Round,2,2025-03-03,Rejected – Culture Fit,REC002,3
STG001811,CAN00611,REQ1044,Recruiter Screening,1,2025-02-04,Cleared,\N,4
STG001812,CAN00611,REQ1044,Profile Submission,2,2025-02-10,Rejected – Skills,REC001,2
STG001813,CAN00612,REQ1049,Recruiter Screening,1,2025-03-03,Cleared,\N,5
STG001814,CAN00612,REQ1049,HR Intro Round,2,2025-03-06,Cleared,REC015,5
STG001815,CAN00612,REQ1049,Technical Round 1,3,2025-03-14,Cleared,REC006,5
STG001816,CAN00612,REQ1049,Hiring Manager Round,4,2025-03-21,Cleared,REC002,4
STG001817,CAN00612,REQ1049,Offer Stage,5,2025-03-31,Rejected – Skills,REC010,2
STG001818,CAN00613,REQ1054,Recruiter Screening,1,2024-12-30,Cleared,\N,4
STG001819,CAN00613,REQ1054,Profile Submission,2,2025-01-03,Rejected – Culture Fit,REC004,\N
STG001820,CAN00614,REQ1053,Recruiter Screening,1,2024-02-19,Rejected – Skills,\N,3
STG001821,CAN00615,REQ1019,Recruiter Screening,1,2024-06-19,Req Cancelled Mid-Process,\N,\N
STG001822,CAN00616,REQ1008,Recruiter Screening,1,2024-12-16,Cleared,\N,4
STG001823,CAN00616,REQ1008,HR Intro Round,2,2024-12-24,Cleared,REC002,3
STG001824,CAN00616,REQ1008,Technical Round 1,3,2024-12-31,Rejected – Skills,REC013,1
STG001825,CAN00617,REQ1057,Recruiter Screening,1,2025-05-26,Cleared,\N,5
STG001826,CAN00617,REQ1057,Profile Submission,2,2025-06-02,Cleared,REC001,3
STG001827,CAN00617,REQ1057,Technical Round 1,3,2025-06-09,Cleared,REC008,4
STG001828,CAN00617,REQ1057,Technical Round 2,4,2025-06-17,Cleared,REC012,3
STG001829,CAN00617,REQ1057,System Design Round,5,2025-06-23,Rejected – Skills,REC001,3
STG001830,CAN00618,REQ1030,Recruiter Screening,1,2025-03-17,Cleared,\N,4
STG001831,CAN00618,REQ1030,Profile Submission,2,2025-03-24,Cleared,REC007,5
STG001832,CAN00618,REQ1030,Technical Round 1,3,2025-03-25,Rejected – Skills,REC010,\N
STG001833,CAN00619,REQ1016,Recruiter Screening,1,2024-10-21,Cleared,\N,5
STG001834,CAN00619,REQ1016,Profile Submission,2,2024-10-25,Rejected – Skills,REC013,3
STG001835,CAN00620,REQ1024,Recruiter Screening,1,2024-06-14,Cleared,\N,4
STG001836,CAN00620,REQ1024,Profile Submission,2,2024-06-20,Req Cancelled Mid-Process,REC008,\N
STG001837,CAN00621,REQ1052,Recruiter Screening,1,2024-11-14,Req Cancelled Mid-Process,\N,\N
STG001838,CAN00622,REQ1019,Recruiter Screening,1,2024-06-13,Cleared,\N,5
STG001839,CAN00622,REQ1019,Profile Submission,2,2024-06-17,Cleared,REC001,5
STG001840,CAN00622,REQ1019,Technical Round 1,3,2024-06-20,Req Cancelled Mid-Process,REC005,\N
STG001841,CAN00623,REQ1032,Recruiter Screening,1,2025-06-23,Cleared,\N,4
STG001842,CAN00623,REQ1032,Profile Submission,2,2025-06-26,Rejected – Culture Fit,REC006,3
STG001843,CAN00624,REQ1049,Recruiter Screening,1,2025-05-05,Cleared,\N,3
STG001844,CAN00624,REQ1049,HR Intro Round,2,2025-05-12,Rejected – Compensation Mismatch,REC003,3
STG001845,CAN00625,REQ1055,Recruiter Screening,1,2024-04-02,Cleared,\N,4
STG001846,CAN00625,REQ1055,Profile Submission,2,2024-04-05,Cleared,REC006,3
STG001847,CAN00625,REQ1055,Technical Round 1,3,2024-04-09,Cleared,REC013,3
STG001848,CAN00625,REQ1055,Technical Round 2,4,2024-04-15,Cleared,REC013,4
STG001849,CAN00625,REQ1055,System Design Round,5,2024-04-23,Rejected – Skills,REC014,1
STG001850,CAN00626,REQ1055,Recruiter Screening,1,2024-05-07,Cleared,\N,5
STG001851,CAN00626,REQ1055,Profile Submission,2,2024-05-13,Cleared,REC005,3
STG001852,CAN00626,REQ1055,Technical Round 1,3,2024-05-14,Cleared,REC008,3
STG001853,CAN00626,REQ1055,Technical Round 2,4,2024-05-15,Cleared,REC010,4
STG001854,CAN00627,REQ1060,Recruiter Screening,1,2025-02-21,Rejected – Skills,\N,3
STG001855,CAN00628,REQ1006,Recruiter Screening,1,2024-05-21,Cleared,\N,3
STG001856,CAN00628,REQ1006,Profile Submission,2,2024-05-22,Rejected – Skills,REC009,1
STG001857,CAN00629,REQ1013,Recruiter Screening,1,2024-09-30,Cleared,\N,3
STG001858,CAN00629,REQ1013,Profile Submission,2,2024-10-07,Rejected – Skills,REC004,2
STG001859,CAN00630,REQ1042,Recruiter Screening,1,2025-06-20,Cleared,\N,3
STG001860,CAN00630,REQ1042,HR Intro Round,2,2025-06-24,Cleared,REC005,5
STG001861,CAN00630,REQ1042,Technical Round 1,3,2025-06-30,Cleared,REC005,5
STG001862,CAN00631,REQ1050,Recruiter Screening,1,2024-06-10,Cleared,\N,5
STG001863,CAN00631,REQ1050,HR Intro Round,2,2024-06-17,Cleared,REC011,3
STG001864,CAN00631,REQ1050,Technical Round 1,3,2024-06-18,Cleared,REC003,3
STG001865,CAN00631,REQ1050,Hiring Manager Round,4,2024-06-24,Cleared,REC012,3
STG001866,CAN00632,REQ1035,Recruiter Screening,1,2024-06-17,Cleared,\N,3
STG001867,CAN00632,REQ1035,Profile Submission,2,2024-06-20,Cleared,REC009,3
STG001868,CAN00632,REQ1035,Technical Round 1,3,2024-06-24,Cleared,REC001,3
STG001869,CAN00632,REQ1035,Technical Round 2,4,2024-07-01,Cleared,REC004,3
STG001870,CAN00632,REQ1035,System Design Round,5,2024-07-08,Rejected – Skills,REC008,1
STG001871,CAN00633,REQ1001,Recruiter Screening,1,2025-06-25,Cleared,\N,3
STG001872,CAN00633,REQ1001,Profile Submission,2,2025-06-26,Rejected – Culture Fit,REC006,1
STG001873,CAN00634,REQ1020,Recruiter Screening,1,2024-05-31,Cleared,\N,5
STG001874,CAN00634,REQ1020,HR Intro Round,2,2024-06-10,Cleared,REC014,3
STG001875,CAN00634,REQ1020,Technical Round 1,3,2024-06-14,Cleared,REC003,3
STG001876,CAN00634,REQ1020,Hiring Manager Round,4,2024-06-21,Candidate Withdrew,REC001,\N
STG001877,CAN00635,REQ1035,Recruiter Screening,1,2024-07-15,Cleared,\N,3
STG001878,CAN00635,REQ1035,Profile Submission,2,2024-07-23,Cleared,REC001,5
STG001879,CAN00635,REQ1035,Technical Round 1,3,2024-07-29,Rejected – Skills,REC013,1
STG001880,CAN00636,REQ1020,Recruiter Screening,1,2024-06-24,Cleared,\N,4
STG001881,CAN00637,REQ1058,Recruiter Screening,1,2025-04-30,Cleared,\N,3
STG001882,CAN00637,REQ1058,HR Intro Round,2,2025-05-05,Cleared,REC005,4
STG001883,CAN00637,REQ1058,Technical Round 1,3,2025-05-09,Cleared,REC003,4
STG001884,CAN00637,REQ1058,Hiring Manager Round,4,2025-05-12,Cleared,REC014,5
STG001885,CAN00637,REQ1058,Offer Stage,5,2025-05-16,On Hold – Panel Unavailable,REC003,\N
STG001886,CAN00638,REQ1018,Recruiter Screening,1,2024-04-02,Cleared,\N,4
STG001887,CAN00638,REQ1018,Profile Submission,2,2024-04-08,Cleared,REC009,5
STG001888,CAN00638,REQ1018,Technical Round 1,3,2024-04-12,Cleared,REC004,5
STG001889,CAN00638,REQ1018,Technical Round 2,4,2024-04-22,Rejected – Skills,REC009,2
STG001890,CAN00639,REQ1011,Recruiter Screening,1,2024-03-04,Cleared,\N,5
STG001891,CAN00639,REQ1011,Profile Submission,2,2024-03-11,Req Cancelled Mid-Process,REC004,\N
STG001892,CAN00640,REQ1045,Recruiter Screening,1,2024-06-27,Cleared,\N,5
STG001893,CAN00640,REQ1045,Profile Submission,2,2024-07-09,Cleared,REC013,5
STG001894,CAN00640,REQ1045,Technical Round 1,3,2024-07-22,Rejected – Skills,REC003,1
STG001895,CAN00641,REQ1038,Recruiter Screening,1,2025-02-24,Rejected – Skills,\N,3
STG001896,CAN00642,REQ1019,Recruiter Screening,1,2024-05-27,Req Cancelled Mid-Process,\N,\N
STG001897,CAN00643,REQ1047,Recruiter Screening,1,2024-03-05,Cleared,\N,4
STG001898,CAN00643,REQ1047,Profile Submission,2,2024-03-11,Cleared,REC003,5
STG001899,CAN00643,REQ1047,Technical Round 1,3,2024-03-15,Req Cancelled Mid-Process,REC002,\N
STG001900,CAN00644,REQ1030,Recruiter Screening,1,2025-03-03,Rejected – Skills,\N,1
STG001901,CAN00645,REQ1047,Recruiter Screening,1,2024-02-26,Rejected – Culture Fit,\N,2
STG001902,CAN00646,REQ1006,Recruiter Screening,1,2024-05-24,Rejected – Skills,\N,1
STG001903,CAN00647,REQ1014,Recruiter Screening,1,2024-06-06,Cleared,\N,4
STG001904,CAN00647,REQ1014,Profile Submission,2,2024-06-07,Interview No-Show,REC008,\N
STG001905,CAN00648,REQ1014,Recruiter Screening,1,2024-05-27,Cleared,\N,\N
STG001906,CAN00648,REQ1014,Profile Submission,2,2024-05-30,Cleared,REC011,3
STG001907,CAN00648,REQ1014,Technical Round 1,3,2024-06-03,Rejected – Skills,REC006,2
STG001908,CAN00649,REQ1015,Recruiter Screening,1,2025-03-19,Cleared,\N,5
STG001909,CAN00649,REQ1015,Profile Submission,2,2025-03-24,Rejected – Skills,REC004,2
STG001910,CAN00650,REQ1043,Recruiter Screening,1,2024-03-11,Cleared,\N,4
STG001911,CAN00650,REQ1043,Profile Submission,2,2024-03-18,Rejected – Skills,REC012,2
STG001912,CAN00651,REQ1031,Recruiter Screening,1,2024-09-23,Rejected – Skills,\N,1
STG001913,CAN00652,REQ1040,Recruiter Screening,1,2025-02-28,Cleared,\N,3
STG001914,CAN00652,REQ1040,Profile Submission,2,2025-03-10,Cleared,REC002,5
STG001915,CAN00652,REQ1040,Technical Round 1,3,2025-03-14,Cleared,REC011,4
STG001916,CAN00652,REQ1040,Technical Round 2,4,2025-03-19,Rejected – Skills,REC001,1
STG001917,CAN00653,REQ1019,Recruiter Screening,1,2024-05-31,Req Cancelled Mid-Process,\N,\N
STG001918,CAN00654,REQ1011,Recruiter Screening,1,2024-02-20,Cleared,\N,5
STG001919,CAN00654,REQ1011,Profile Submission,2,2024-02-26,Req Cancelled Mid-Process,REC012,\N
STG001920,CAN00655,REQ1033,Recruiter Screening,1,2024-09-23,Rejected – Skills,\N,1
STG001921,CAN00656,REQ1029,Recruiter Screening,1,2025-06-05,Cleared,\N,5
STG001922,CAN00656,REQ1029,Profile Submission,2,2025-06-11,Cleared,REC005,4
STG001923,CAN00656,REQ1029,Technical Round 1,3,2025-06-16,Rejected – Skills,REC015,3
STG001924,CAN00657,REQ1027,Recruiter Screening,1,2025-03-17,Cleared,\N,4
STG001925,CAN00657,REQ1027,Profile Submission,2,2025-03-20,Cleared,REC001,4
STG001926,CAN00657,REQ1027,Technical Round 1,3,2025-03-21,Cleared,REC012,4
STG001927,CAN00657,REQ1027,Technical Round 2,4,2025-03-24,Cleared,REC005,5
STG001928,CAN00657,REQ1027,Hiring Manager Round,5,2025-03-25,Rejected – Culture Fit,REC013,3
STG001929,CAN00658,REQ1023,Recruiter Screening,1,2025-02-10,Cleared,\N,4
STG001930,CAN00658,REQ1023,HR Intro Round,2,2025-02-17,Cleared,REC008,4
STG001931,CAN00658,REQ1023,Technical Round 1,3,2025-02-24,Cleared,REC007,4
STG001932,CAN00658,REQ1023,Hiring Manager Round,4,2025-02-27,Rejected – Culture Fit,REC014,2
STG001933,CAN00659,REQ1004,Recruiter Screening,1,2025-05-13,Cleared,\N,4
STG001934,CAN00659,REQ1004,Profile Submission,2,2025-05-26,Cleared,REC007,4
STG001935,CAN00659,REQ1004,Technical Round 1,3,2025-06-09,Cleared,REC005,5
STG001936,CAN00659,REQ1004,Technical Round 2,4,2025-06-23,Cleared,REC007,4
STG001937,CAN00659,REQ1004,Technical Round 3,5,2025-06-24,Candidate Withdrew,REC003,\N
STG001938,CAN00660,REQ1025,Recruiter Screening,1,2025-03-17,Cleared,\N,5
STG001939,CAN00660,REQ1025,Profile Submission,2,2025-03-18,Rejected – Skills,REC005,1
STG001940,CAN00661,REQ1004,Recruiter Screening,1,2025-04-14,Cleared,\N,4
STG001941,CAN00661,REQ1004,Profile Submission,2,2025-04-28,Cleared,REC001,3
STG001942,CAN00661,REQ1004,Technical Round 1,3,2025-05-15,Cleared,REC012,4
STG001943,CAN00661,REQ1004,Technical Round 2,4,2025-05-28,Rejected – Compensation Mismatch,REC015,3
STG001944,CAN00662,REQ1059,Recruiter Screening,1,2025-03-07,Cleared,\N,5
STG001945,CAN00662,REQ1059,HR Intro Round,2,2025-03-14,Cleared,REC008,3
STG001946,CAN00662,REQ1059,Technical Round 1,3,2025-03-21,Cleared,REC015,5
STG001947,CAN00663,REQ1024,Recruiter Screening,1,2024-07-02,Rejected – Skills,\N,1
STG001948,CAN00664,REQ1014,Recruiter Screening,1,2024-04-25,Cleared,\N,3
STG001949,CAN00664,REQ1014,Profile Submission,2,2024-04-30,Cleared,REC003,5
STG001950,CAN00664,REQ1014,Technical Round 1,3,2024-05-06,Candidate Withdrew,REC008,\N
STG001951,CAN00665,REQ1033,Recruiter Screening,1,2024-09-30,Cleared,\N,3
STG001952,CAN00666,REQ1052,Recruiter Screening,1,2024-11-11,Req Cancelled Mid-Process,\N,\N
STG001953,CAN00667,REQ1048,Recruiter Screening,1,2024-04-30,Cleared,\N,4
STG001954,CAN00667,REQ1048,HR Intro Round,2,2024-05-06,Cleared,REC004,4
STG001955,CAN00667,REQ1048,Technical Round 1,3,2024-05-14,Cleared,REC003,5
STG001956,CAN00667,REQ1048,Hiring Manager Round,4,2024-05-20,Candidate Withdrew,REC002,\N
STG001957,CAN00668,REQ1008,Recruiter Screening,1,2025-01-21,Cleared,\N,3
STG001958,CAN00668,REQ1008,HR Intro Round,2,2025-01-27,Cleared,REC005,5
STG001959,CAN00668,REQ1008,Technical Round 1,3,2025-02-03,Cleared,REC001,5
STG001960,CAN00668,REQ1008,Hiring Manager Round,4,2025-02-11,Cleared,REC015,3
STG001961,CAN00668,REQ1008,Offer Stage,5,2025-02-14,Cleared,REC012,3
STG001962,CAN00669,REQ1033,Recruiter Screening,1,2024-09-30,Rejected – Skills,\N,1
STG001963,CAN00670,REQ1007,Recruiter Screening,1,2024-09-30,Rejected – Skills,\N,1
STG001964,CAN00671,REQ1018,Recruiter Screening,1,2024-04-03,Cleared,\N,4
STG001965,CAN00671,REQ1018,Profile Submission,2,2024-04-08,Cleared,REC011,3
STG001966,CAN00671,REQ1018,Technical Round 1,3,2024-04-16,Cleared,REC004,3
STG001967,CAN00671,REQ1018,Technical Round 2,4,2024-04-23,Cleared,REC001,4
STG001968,CAN00671,REQ1018,System Design Round,5,2024-04-29,Rejected – Skills,REC009,2
STG001969,CAN00672,REQ1059,Recruiter Screening,1,2025-03-14,Cleared,\N,3
STG001970,CAN00672,REQ1059,HR Intro Round,2,2025-03-21,Cleared,REC007,4
STG001971,CAN00673,REQ1048,Recruiter Screening,1,2024-05-21,Cleared,\N,3
STG001972,CAN00673,REQ1048,HR Intro Round,2,2024-05-22,Rejected – Compensation Mismatch,REC012,3
STG001973,CAN00674,REQ1019,Recruiter Screening,1,2024-06-06,Cleared,\N,4
STG001974,CAN00674,REQ1019,Profile Submission,2,2024-06-10,Cleared,REC014,3
STG001975,CAN00674,REQ1019,Technical Round 1,3,2024-06-17,Req Cancelled Mid-Process,REC012,\N
STG001976,CAN00675,REQ1005,Recruiter Screening,1,2025-02-07,Cleared,\N,5
STG001977,CAN00675,REQ1005,Profile Submission,2,2025-02-20,Cleared,REC014,3
STG001978,CAN00675,REQ1005,Technical Round 1,3,2025-03-03,Cleared,REC015,4
STG001979,CAN00676,REQ1047,Recruiter Screening,1,2024-03-19,Req Cancelled Mid-Process,\N,\N
STG001980,CAN00677,REQ1003,Recruiter Screening,1,2024-08-12,Rejected – Skills,\N,2
STG001981,CAN00678,REQ1041,Recruiter Screening,1,2024-10-17,Cleared,\N,4
STG001982,CAN00678,REQ1041,HR Intro Round,2,2024-10-24,Cleared,REC012,3
STG001983,CAN00678,REQ1041,Technical Round 1,3,2024-10-31,Cleared,REC004,3
STG001984,CAN00678,REQ1041,Hiring Manager Round,4,2024-11-04,Cleared,REC008,3
STG001985,CAN00678,REQ1041,Offer Stage,5,2024-11-11,Rejected – Skills,REC010,1
STG001986,CAN00679,REQ1037,Recruiter Screening,1,2024-09-12,Cleared,\N,5
STG001987,CAN00679,REQ1037,Profile Submission,2,2024-09-13,Candidate Withdrew,REC004,\N
STG001988,CAN00680,REQ1048,Recruiter Screening,1,2024-05-27,Cleared,\N,5
STG001989,CAN00680,REQ1048,HR Intro Round,2,2024-05-28,Cleared,REC008,4
STG001990,CAN00681,REQ1025,Recruiter Screening,1,2025-02-10,Cleared,\N,3
STG001991,CAN00681,REQ1025,Profile Submission,2,2025-02-17,Cleared,REC013,4
STG001992,CAN00681,REQ1025,Technical Round 1,3,2025-02-24,Cleared,REC011,4
STG001993,CAN00681,REQ1025,Technical Round 2,4,2025-03-03,Cleared,REC010,3
STG001994,CAN00681,REQ1025,Technical Round 3,5,2025-03-10,Rejected – Compensation Mismatch,REC011,2
STG001995,CAN00682,REQ1029,Recruiter Screening,1,2025-01-28,Rejected – Skills,\N,\N
STG001996,CAN00683,REQ1040,Recruiter Screening,1,2025-04-28,Rejected – Skills,\N,2
STG001997,CAN00684,REQ1026,Recruiter Screening,1,2024-09-16,Cleared,\N,3
STG001998,CAN00684,REQ1026,Profile Submission,2,2024-09-17,Cleared,REC009,4
STG001999,CAN00685,REQ1006,Recruiter Screening,1,2024-05-23,Cleared,\N,3
STG002000,CAN00685,REQ1006,Profile Submission,2,2024-05-24,Rejected – Culture Fit,REC008,1
STG002001,CAN00686,REQ1049,Recruiter Screening,1,2025-02-03,Cleared,\N,3
STG002002,CAN00686,REQ1049,HR Intro Round,2,2025-02-06,Cleared,REC014,3
STG002003,CAN00686,REQ1049,Technical Round 1,3,2025-02-14,Cleared,REC007,3
STG002004,CAN00686,REQ1049,Hiring Manager Round,4,2025-02-19,Cleared,REC005,5
STG002005,CAN00686,REQ1049,Offer Stage,5,2025-02-24,Cleared,REC010,4
STG002006,CAN00687,REQ1030,Recruiter Screening,1,2025-03-10,Cleared,\N,5
STG002007,CAN00687,REQ1030,Profile Submission,2,2025-03-17,Rejected – Culture Fit,REC008,3
STG002008,CAN00688,REQ1047,Recruiter Screening,1,2024-03-18,Req Cancelled Mid-Process,\N,\N
STG002009,CAN00689,REQ1026,Recruiter Screening,1,2024-07-18,Cleared,\N,5
STG002010,CAN00689,REQ1026,Profile Submission,2,2024-08-05,Cleared,REC011,3
STG002011,CAN00689,REQ1026,Technical Round 1,3,2024-08-19,Cleared,REC015,3
STG002012,CAN00689,REQ1026,Technical Round 2,4,2024-09-06,Cleared,REC005,4
STG002013,CAN00689,REQ1026,System Design Round,5,2024-09-09,Rejected – Compensation Mismatch,REC001,3
STG002014,CAN00690,REQ1021,Recruiter Screening,1,2025-03-31,Cleared,\N,4
STG002015,CAN00690,REQ1021,Profile Submission,2,2025-04-03,Rejected – Skills,REC004,1
STG002016,CAN00691,REQ1036,Recruiter Screening,1,2024-09-09,Cleared,\N,5
STG002017,CAN00691,REQ1036,Profile Submission,2,2024-09-16,Rejected – Culture Fit,REC013,2
STG002018,CAN00692,REQ1006,Recruiter Screening,1,2024-05-20,Cleared,\N,4
STG002019,CAN00692,REQ1006,Profile Submission,2,2024-05-21,Rejected – Skills,REC011,2
STG002020,CAN00693,REQ1012,Recruiter Screening,1,2024-11-14,Cleared,\N,5
STG002021,CAN00693,REQ1012,Profile Submission,2,2024-11-19,Cleared,REC015,3
STG002022,CAN00693,REQ1012,Technical Round 1,3,2024-11-25,Cleared,REC003,5
STG002023,CAN00693,REQ1012,Technical Round 2,4,2024-12-03,Cleared,REC006,5
STG002024,CAN00693,REQ1012,System Design Round,5,2024-12-04,Cleared,REC003,5
STG002025,CAN00693,REQ1012,Panel Round,6,2024-12-05,Cleared,REC004,3
STG002026,CAN00693,REQ1012,Offer Stage,7,2024-12-09,Cleared,REC001,4
STG002027,CAN00694,REQ1049,Recruiter Screening,1,2025-04-01,Cleared,\N,3
STG002028,CAN00694,REQ1049,HR Intro Round,2,2025-04-07,Cleared,REC014,5
STG002029,CAN00694,REQ1049,Technical Round 1,3,2025-04-10,Cleared,REC003,5
STG002030,CAN00694,REQ1049,Hiring Manager Round,4,2025-04-14,Cleared,REC002,\N
STG002031,CAN00694,REQ1049,Offer Stage,5,2025-04-21,Cleared,REC014,4
STG002032,CAN00695,REQ1031,Recruiter Screening,1,2024-10-04,Rejected – Skills,\N,1
STG002033,CAN00696,REQ1011,Recruiter Screening,1,2024-03-11,Req Cancelled Mid-Process,\N,\N
STG002034,CAN00697,REQ1001,Recruiter Screening,1,2025-05-12,Cleared,\N,4
STG002035,CAN00697,REQ1001,Profile Submission,2,2025-05-28,Cleared,REC005,4
STG002036,CAN00697,REQ1001,Technical Round 1,3,2025-06-16,Cleared,REC009,4
STG002037,CAN00697,REQ1001,Technical Round 2,4,2025-06-17,Cleared,REC010,5
STG002038,CAN00697,REQ1001,Hiring Manager Round,5,2025-06-18,Rejected – Compensation Mismatch,REC013,3
STG002039,CAN00698,REQ1057,Recruiter Screening,1,2025-03-25,Cleared,\N,4
STG002040,CAN00698,REQ1057,Profile Submission,2,2025-03-31,Rejected – Compensation Mismatch,REC006,1
STG002041,CAN00699,REQ1040,Recruiter Screening,1,2025-04-07,Cleared,\N,5
STG002042,CAN00699,REQ1040,Profile Submission,2,2025-04-14,Rejected – Skills,REC015,3
STG002043,CAN00700,REQ1052,Recruiter Screening,1,2024-11-11,Cleared,\N,5
STG002044,CAN00700,REQ1052,Profile Submission,2,2024-11-19,Cleared,REC014,5
STG002045,CAN00701,REQ1033,Recruiter Screening,1,2024-09-30,Cleared,\N,3
STG002046,CAN00702,REQ1008,Recruiter Screening,1,2025-02-13,Rejected – Skills,\N,2
STG002047,CAN00703,REQ1026,Recruiter Screening,1,2024-08-08,Cleared,\N,3
STG002048,CAN00703,REQ1026,Profile Submission,2,2024-08-20,Cleared,REC001,3
STG002049,CAN00703,REQ1026,Technical Round 1,3,2024-09-02,Cleared,REC003,4
STG002050,CAN00703,REQ1026,Technical Round 2,4,2024-09-13,Rejected – Compensation Mismatch,REC001,1
STG002051,CAN00704,REQ1045,Recruiter Screening,1,2024-01-31,Cleared,\N,5
STG002052,CAN00704,REQ1045,Profile Submission,2,2024-02-14,Rejected – Compensation Mismatch,REC003,1
STG002053,CAN00705,REQ1038,Recruiter Screening,1,2025-06-23,Cleared,\N,3
